id,title,handle,vendor,product_type,gender,concentration,volume,top_notes,heart_notes,base_notes,all_notes_raw,min_price,max_price,compare_at_price,discount_percent,is_available,total_variants,url,main_image,tags,created_at,published_at,description_plain,description_html
9393693360351,Maahir Honor,maahir-honor,Lattafa,,Unisex,Eau De Parfum,N/A,"Lemon, Mint, Bergamot, Thyme","Rosemary, Jasmine, Lavender, Moringa Blossom","Musk, Cedarwood, Amber",,49.99,49.99,,0.0,True,1,https://www.lattafa-usa.com/products/maahir-honor,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/LattafaMaahirBottle.png?v=1779997334,,2026-05-28T09:45:44-04:00,2026-05-28T15:42:32-04:00,"Maahir Honor by Lattafa comes in a bold and luxurious bottle that reflects elegance, strength, and modern Arabian sophistication. Its refined scent profile blends freshness, warmth, and depth, making it a standout fragrance for both everyday wear and special occasions.
Fragrance Notes:
Top Notes:
Lemon, Mint, Bergamot, Thyme.
Middle Notes:
Rosemary, Jasmine, Lavender, Moringa Blossom.
Base Notes:
Musk, Cedarwood, Amber.","<p>Maahir Honor by Lattafa comes in a bold and luxurious bottle that reflects elegance, strength, and modern Arabian sophistication. Its refined scent profile blends freshness, warmth, and depth, making it a standout fragrance for both everyday wear and special occasions.</p>
<p><strong>Fragrance Notes:</strong></p>
<p><strong>Top Notes:</strong> <meta charset=""utf-8"">Lemon, Mint, Bergamot, Thyme.</p>
<p><strong>Middle Notes:</strong> <meta charset=""utf-8"">Rosemary, Jasmine, Lavender, Moringa Blossom.</p>
<p><strong>Base Notes:</strong> <meta charset=""utf-8"">Musk, Cedarwood, Amber.</p>"
9393690673375,Ameerat Al Arab Sugar Crown,ameerat-al-arab-sugar-crown,Lattafa,,Women,Eau De Parfum,N/A,"Candied Orange, Pear","Jasmine, Cotton Candy","Vanilla Cream, Labdanum, Tonka Bean, Patchouli",,44.99,44.99,,0.0,True,1,https://www.lattafa-usa.com/products/ameerat-al-arab-sugar-crown,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/SugarCrownBottle.png?v=1779996924,,2026-05-28T09:37:20-04:00,2026-05-28T15:35:41-04:00,"Ameerat Al Arab Sugar Crown comes in an elegant, feminine bottle that reflects sweetness, luxury, and modern Arabian charm. Its soft, playful character makes it a beautiful everyday fragrance with a warm, sweet, and sophisticated finish.
Fragrance Notes:
Top Notes:
Candied Orange, Pear
Middle Notes:
Jasmine, Cotton Candy
Base Notes:
Vanilla Cream, Labdanum, Tonka Bean, Patchouli","<p>Ameerat Al Arab Sugar Crown comes in an elegant, feminine bottle that reflects sweetness, luxury, and modern Arabian charm. Its soft, playful character makes it a beautiful everyday fragrance with a warm, sweet, and sophisticated finish.</p>
<p><strong>Fragrance Notes:</strong></p>
<p><strong>Top Notes:</strong> <meta charset=""utf-8""> <meta charset=""utf-8""><span>Candied Orange, Pear</span></p>
<p><strong>Middle Notes:</strong> <meta charset=""utf-8""><span>Jasmine, Cotton Candy</span></p>
<p><strong>Base Notes:</strong> <meta charset=""utf-8""> <meta charset=""utf-8""><span>Vanilla Cream, Labdanum, Tonka Bean, Patchouli</span></p>"
9369910739167,Khamrah Waha,khamrah-waha,Lattafa ,Unisex,Unisex,Eau De Parfum,N/A,"Bergamot, Juniper, Yuzu, Ginger","Iris, Cucumber, Sage, Sea Salt Accord","Akigalawood™, Tonka Bean, Vanilla, Musk, Ambrofix",,49.99,49.99,,0.0,True,1,https://www.lattafa-usa.com/products/khamrah-waha,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Untitled_design_2.jpg?v=1778780553,,2026-05-12T08:53:51-04:00,2026-05-12T09:06:36-04:00,"Discover the captivating contrast of warmth and freshness with Lattafa Khamrah Waha, a fragrance crafted for those who embrace bold sophistication. Inspired by the intensity of desert heat and the invigorating sensation of a cool breeze, Khamrah Waha delivers a modern scent experience that is both powerful and refreshing. 
Perfect for both daytime freshness and evening sophistication, Khamrah Waha is a versatile fragrance that balances intensity with modern elegance.
Top Notes:
 Bergamot, Juniper, Yuzu, Ginger
Middle Notes: 
Iris, Cucumber, Sage, Sea Salt Accord
Base Notes:
 Akigalawood™, Tonka Bean, Vanilla, Musk, Ambrofix","<div class=""descnew"">Discover the captivating contrast of warmth and freshness with Lattafa Khamrah Waha, a fragrance crafted for those who embrace bold sophistication. Inspired by the intensity of desert heat and the invigorating sensation of a cool breeze, Khamrah Waha delivers a modern scent experience that is both powerful and refreshing. </div>
<div class=""descnew""></div>
<div class=""descnew"">Perfect for both daytime freshness and evening sophistication, Khamrah Waha is a versatile fragrance that balances intensity with modern elegance.</div>
<div class=""descnew""></div>
<div class=""notesfinal"">
<strong>Top Notes:</strong> Bergamot, Juniper, Yuzu, Ginger</div>
<div class=""notesfinal"">
<strong>Middle Notes: </strong>Iris, Cucumber, Sage, Sea Salt Accord</div>
<div class=""notesfinal"">
<strong>Base Notes:</strong> Akigalawood™, Tonka Bean, Vanilla, Musk, Ambrofix</div>"
9360007954655,Raneen,raneen,Lattafa,Women,Unisex,Eau De Parfum,N/A,"of dragon fruit, pear, and mandarin, delivering an immediate burst of freshness","Jasmine, Freesia, Orange Flower","Vanilla, Musk, Tonka Bean, Ambe",,39.99,39.99,,0.0,True,1,https://www.lattafa-usa.com/products/raneen,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/32.png?v=1777592525,,2026-04-30T19:52:52-04:00,2026-04-30T19:52:54-04:00,"Raneen by Lattafa Asdaaf is an elegant eau de parfum for the modern woman. The fragrance opens with vibrant top notes of dragon fruit, pear, and mandarin, delivering an immediate burst of freshness. A sophisticated heart of jasmine, freesia, and orange flower creates a delicate floral character. The composition concludes with a warm, sensual base of musk, vanilla, tonka bean, and amber that lingers beautifully on the skin. Versatile and refined, Raneen captures femininity with every spritz, making it an ideal choice for any moment that calls for grace and allure.
Fragrance Notes:
Top Notes:
 Dragon Fruit, Pear, Mandarin Orange
Middle Notes:
 Jasmine, Freesia, Orange Flower
Base Notes:
 Vanilla, Musk, Tonka Bean, Ambe","<p>Raneen by Lattafa Asdaaf is an elegant eau de parfum for the modern woman. The fragrance opens with vibrant top notes of dragon fruit, pear, and mandarin, delivering an immediate burst of freshness. A sophisticated heart of jasmine, freesia, and orange flower creates a delicate floral character. The composition concludes with a warm, sensual base of musk, vanilla, tonka bean, and amber that lingers beautifully on the skin. Versatile and refined, Raneen captures femininity with every spritz, making it an ideal choice for any moment that calls for grace and allure.</p>
<div data-bfc="""" class="""" data-ved=""2ahUKEwjF-KrC35aUAxVYmSYFHVrmH60Qi4wTegYIAQgAEBE"" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>
<div class=""n6owBd awi2gc"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-hveid=""CAEIABAS"" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 12px 0px 16px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>
<strong class=""Yjhzub"" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 600; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>Fragrance Notes:<!--TgQPHd|[]--></strong><span data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'><span></span></span><!--TgQPHd|[]-->
</div>
</div>
<div data-bfc="""" class="""" data-ved=""2ahUKEwjF-KrC35aUAxVYmSYFHVrmH60Qi4wTegYIAQgCEAA"" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>
<ul class=""KsbFXc U6u95"" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 12px 0px 16px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>
<li class=""Z1qcYe"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-hveid=""CAEIAhAB"" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px 0px 12px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>
<span class=""T286Pc"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'><strong class=""Yjhzub"" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 600; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>Top Notes:<!--TgQPHd|[]--></strong> Dragon Fruit, Pear, Mandarin Orange<!--TgQPHd|[]--></span><!--TgQPHd|[]-->
</li>
<li class=""Z1qcYe"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-hveid=""CAEIAhAC"" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px 0px 12px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>
<span class=""T286Pc"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'><strong class=""Yjhzub"" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 600; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>Middle Notes:<!--TgQPHd|[]--></strong> Jasmine, Freesia, Orange Flower<!--TgQPHd|[]--></span><!--TgQPHd|[]-->
</li>
<li class=""Z1qcYe"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-hveid=""CAEIAhAD"" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px 0px 12px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'><span class=""T286Pc"" data-sfc-cp="""" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 400; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'><strong class=""Yjhzub"" data-sfc-root=""c"" data-sfc-cb="""" data-copy-service-computed-style='font-family: ""Google Sans"", Roboto, Arial, sans-serif; font-size: 16px; font-weight: 600; margin: 0px; text-decoration: none; border-bottom: 0px rgb(230, 232, 240);'>Base Notes:<!--TgQPHd|[]--></strong> Vanilla, Musk, Tonka Bean, Ambe</span></li>
</ul>
</div>
<p> </p>"
9359859941599,Jouri,jouri,Lattafa,Women,Women,Eau De Parfum,N/A,,,,"Top: Pitaya, Orange, Candied Cherry",49.99,49.99,,0.0,True,1,https://www.lattafa-usa.com/products/jouri,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/30.png?v=1777559948,,2026-04-30T10:41:54-04:00,2026-04-30T10:41:55-04:00,"A bright opening with playful contrast Pitaya brings a fruity and slightly unexpected freshness, lifted by the sparkle of orange and wrapped in the sweet indulgence of candied cherry. The effect is joyful with a fruity touch. At the heart, the composition softens into a floral bloom. Peony takes the lead, airy and luminous, giving the fragrance its feminine elegance. It blends seamlessly with the creamy warmth of frangipani, while raspberry adds a subtle fruity echo. Water Lily introduces a fresh and watery nuance. In the base, the scent becomes warmer and more comforting. Vanilla wraps the skin in a smooth, addictive sweetness, balanced by the depth of patchouli. A soft veil of tonka rounds the trail, leaving a feminine signature that feels easy to wear.
FRAGRANCE NOTES:
Top: Pitaya, Orange, Candied Cherry
Heart: Peony, Frangipani, Raspberry, Water Lily
Base: Vanilla, Tonka, Patchouli","<section id=""product-92708"" class=""product-details-main product type-product post-92708 status-publish first instock product_cat-lattafa product_cat-lattafa-perfumes product_cat-new-launches product_cat-perfumes has-post-thumbnail featured taxable shipping-taxable purchasable product-type-simple"">
<div class=""container"">
<div class=""row"">
<div class=""col-md-6"">
<div class=""product-inner-details-main"">
<div id=""module"">
<p class=""collapse show"" id=""collapseExample"" aria-expanded=""false"">A bright opening with playful contrast Pitaya brings a fruity and slightly unexpected freshness, lifted by the sparkle of orange and wrapped in the sweet indulgence of candied cherry. The effect is joyful with a fruity touch. At the heart, the composition softens into a floral bloom. Peony takes the lead, airy and luminous, giving the fragrance its feminine elegance. It blends seamlessly with the creamy warmth of frangipani, while raspberry adds a subtle fruity echo. Water Lily introduces a fresh and watery nuance. In the base, the scent becomes warmer and more comforting. Vanilla wraps the skin in a smooth, addictive sweetness, balanced by the depth of patchouli. A soft veil of tonka rounds the trail, leaving a feminine signature that feels easy to wear.</p>
<p class=""collapse show"" aria-expanded=""false""><strong>FRAGRANCE NOTES:</strong></p>
<p class=""collapse show"" aria-expanded=""false"">Top: Pitaya, Orange, Candied Cherry<br>Heart: Peony, Frangipani, Raspberry, Water Lily<br>Base: Vanilla, Tonka, Patchouli</p>
<div class=""read-wrap""><br></div>
</div>
</div>
</div>
</div>
</div>
</section>"
9359856500959,Ana Abiyedh Passion,ana-abiyedh-passion,Lattafa,Women,Unisex,Eau De Parfum,N/A,,,,"Top: Bergamot, Passion fruit",49.99,49.99,,0.0,True,1,https://www.lattafa-usa.com/products/ana-abiyedh-passion,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/28.png?v=1777559401,,2026-04-30T10:30:51-04:00,2026-04-30T10:30:55-04:00,"A vibrant and luminous fruity fragrance that captures the thrill of pure emotion. It opens with the radiant freshness of passion fruit blended with the airy elegance of Mahonial*. This sparkling introduction creates an immediate feeling of lightness and joy. As the scent evolves, a smooth and enveloping base of vanilla emerges, adding warmth, softness, and a subtle addictive trail. Playful yet sensual, fresh yet comforting, Ana Abiyedh Passion is an expression of effortless confidence and feel-good energy.
Fragrances Notes:
Top: Bergamot, Passion fruit
Heart: Mahonial™ Rosyfolia™, Cashmeran
Base: Vanilla Ambrofix™ Tonka Bean Musk","<section id=""product-92468"" class=""product-details-main product type-product post-92468 status-publish first instock product_cat-lattafa product_cat-new-launches product_cat-perfumes has-post-thumbnail featured taxable shipping-taxable purchasable product-type-simple"">
<div class=""container"">
<div class=""row"">
<div class=""col-md-6"">
<div class=""product-inner-details-main"">
<div id=""module"">
<p class=""collapse show"" id=""collapseExample"" aria-expanded=""false"">A vibrant and luminous fruity fragrance that captures the thrill of pure emotion. It opens with the radiant freshness of passion fruit blended with the airy elegance of Mahonial*. This sparkling introduction creates an immediate feeling of lightness and joy. As the scent evolves, a smooth and enveloping base of vanilla emerges, adding warmth, softness, and a subtle addictive trail. Playful yet sensual, fresh yet comforting, Ana Abiyedh Passion is an expression of effortless confidence and feel-good energy.</p>
<p class=""collapse show"" aria-expanded=""false""> </p>
<p class=""collapse show"" aria-expanded=""false""><strong>Fragrances Notes:</strong></p>
<p class=""collapse show"" aria-expanded=""false""><meta charset=""utf-8""><span>Top: Bergamot, Passion fruit</span><br><span>Heart: Mahonial™ Rosyfolia™, Cashmeran</span><br><span>Base: Vanilla Ambrofix™ Tonka Bean Musk</span></p>
<div class=""read-wrap""><br></div>
</div>
</div>
</div>
</div>
</div>
</section>"
9313815593183,Badee Al Oud Collection 4x25ml,badee-al-oud-collection-4x25ml,Lattafa,Unisex,Unisex,Eau De Parfum,25 ml,,,,,49.99,49.99,,0.0,True,1,https://www.lattafa-usa.com/products/badee-al-oud-collection-4x25ml,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/Gemini_Generated_Image_4r9xen4r9xen4r9x.png?v=1774031578,,2026-03-20T14:34:52-04:00,2026-03-20T14:34:53-04:00,"Discover the essence of Arabian luxury with the Lattafa Badee Al Oud Collection. This exclusive four-piece set features 25ml bottles of premium oud fragrances, each crafted to capture the rich, woody sophistication that defines authentic Middle Eastern perfumery.
The collection includes 
Oud for Glory
, a bold and powerful scent with deep oud and spicy accords; 
Honor & Glory
, a refined blend that balances warmth and elegance; 
Sublime
, a smooth and luminous fragrance with a modern oriental twist; and 
Noble Blush
, a softer, more delicate composition with subtle floral sweetness layered over rich oud. Together, these fragrances offer a complete journey through the depth and versatility of oud, perfect for every mood and occasion.","<p data-start=""0"" data-end=""265"">Discover the essence of Arabian luxury with the Lattafa Badee Al Oud Collection. This exclusive four-piece set features 25ml bottles of premium oud fragrances, each crafted to capture the rich, woody sophistication that defines authentic Middle Eastern perfumery.</p>
<p data-start=""267"" data-end=""753"" data-is-last-node="""" data-is-only-node="""">The collection includes <strong data-start=""291"" data-end=""308"">Oud for Glory</strong>, a bold and powerful scent with deep oud and spicy accords; <strong data-start=""369"" data-end=""386"">Honor &amp; Glory</strong>, a refined blend that balances warmth and elegance; <strong data-start=""439"" data-end=""450"">Sublime</strong>, a smooth and luminous fragrance with a modern oriental twist; and <strong data-start=""518"" data-end=""533"">Noble Blush</strong>, a softer, more delicate composition with subtle floral sweetness layered over rich oud. Together, these fragrances offer a complete journey through the depth and versatility of oud, perfect for every mood and occasion.</p>"
9294199390431,Queen Of Roses,queen-of-roses,Lattafa Pride,Women,Unisex,Eau De Parfum,100 ml,"Pink Pepper, Rose","Patchouli, Saffron","Musk, Vanilla, Amber",,49.99,49.99,,0.0,True,1,https://www.lattafa-usa.com/products/queen-of-roses,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/QueenOfRosesLattafa.png?v=1773075666,,2026-03-09T13:00:06-04:00,2026-03-09T13:00:07-04:00,"Queen Of Roses 100ml EDP by Lattafa Pride is an opulent fragrance that embodies sophistication and allure. This luxurious Eau de Parfum features a sumptuous floral composition that exudes confidence and grace, perfect for those who appreciate rich, velvety scents with sensual warmth. A timeless choice for the modern woman who commands attention with elegance and poise.
Top Notes:
Pink Pepper, Rose
Middle Notes:
Patchouli, Saffron
Base Notes:
Musk, Vanilla, Amber","<p>Queen Of Roses 100ml EDP by Lattafa Pride is an opulent fragrance that embodies sophistication and allure. This luxurious Eau de Parfum features a sumptuous floral composition that exudes confidence and grace, perfect for those who appreciate rich, velvety scents with sensual warmth. A timeless choice for the modern woman who commands attention with elegance and poise.</p>
<ul>
<li>
<strong data-start=""299"" data-end=""313"">Top Notes:</strong><span> </span>Pink Pepper, Rose</li>
<li>
<strong data-start=""336"" data-end=""353"">Middle Notes:</strong><span> </span>Patchouli, Saffron</li>
<li>
<strong data-start=""377"" data-end=""392"">Base Notes:</strong><span> </span>Musk, Vanilla, Amber</li>
</ul>
<p> </p>"
9289177858271,Ra'ed Absolu,raed-absolu,Lattafa ,,Unisex,Eau De Parfum,N/A,"Bergamot, Saffron, Pink Pepper","Rose, Jasmine","Vanilla, Sandalwood, Amber, Patchouli, Musk",,39.99,39.99,,0.0,True,1,https://www.lattafa-usa.com/products/raed-absolu,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/WhatsAppImage2026-03-02at5.06.18PM_4.jpg?v=1772491586,,2026-03-02T17:47:01-05:00,2026-03-02T17:47:01-05:00,"This refined fragrance opens with a vibrant fusion of bergamot, saffron, and pink pepper, creating a fresh yet subtly spiced introduction that feels confident and modern. The opening is bright and energetic, setting the tone for a composition that balances freshness with depth.
At the heart, rose and jasmine unfold with smooth floral elegance, adding warmth and sophistication. The base blends creamy vanilla with sandalwood, amber, patchouli, and musk, forming a rich and well-rounded finish that feels polished and enduring, ideal for both daytime refinement and evening presence.
Top Notes:
Bergamot, Saffron, Pink Pepper
Heart Notes:
Rose, Jasmine
Base Notes:
Vanilla, Sandalwood, Amber, Patchouli, Musk","<p data-start=""56"" data-end=""334"">This refined fragrance opens with a vibrant fusion of bergamot, saffron, and pink pepper, creating a fresh yet subtly spiced introduction that feels confident and modern. The opening is bright and energetic, setting the tone for a composition that balances freshness with depth.</p>
<p data-start=""336"" data-end=""641"">At the heart, rose and jasmine unfold with smooth floral elegance, adding warmth and sophistication. The base blends creamy vanilla with sandalwood, amber, patchouli, and musk, forming a rich and well-rounded finish that feels polished and enduring, ideal for both daytime refinement and evening presence.</p>
<p data-start=""643"" data-end=""783"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""643"" data-end=""657"">Top Notes:</strong><span> </span>Bergamot, Saffron, Pink Pepper<br data-start=""688"" data-end=""691""><strong data-start=""691"" data-end=""707"">Heart Notes:</strong><span> </span>Rose, Jasmine<br data-start=""721"" data-end=""724"" data-is-only-node=""""><strong data-start=""724"" data-end=""739"">Base Notes:</strong><span> </span>Vanilla, Sandalwood, Amber, Patchouli, Musk</p>"
9289177170143,Ra'ed Intensely,raed-intensely,Lattafa ,,Men,Eau De Parfum,N/A,"Bergamot, Grapefruit, Yuzu","White Florals, Ambergris, Black Pepper","Musk, Sandalwood, Ambroxan",,39.99,39.99,,0.0,True,1,https://www.lattafa-usa.com/products/raed-intensely,https://cdn.shopify.com/s/files/1/0754/4936/8799/files/WhatsAppImage2026-03-02at5.06.18PM_1.jpg?v=1772491010,,2026-03-02T17:40:35-05:00,2026-03-02T17:40:36-05:00,"Ra’ed Intensely opens with a vibrant blend of bergamot, grapefruit, and yuzu, delivering a crisp citrus introduction that feels fresh, bright, and full of energy. This sparkling opening sets a confident tone with a clean and modern character that instantly feels uplifting and refined.
At the heart, soft white florals merge with ambergris and a hint of black pepper, adding warmth and subtle spice for a smooth aromatic balance. The base settles into musk, sandalwood, and ambroxan, creating a polished woody finish that feels elegant, masculine, and effortlessly composed.
Top Notes:
Bergamot, Grapefruit, Yuzu
Heart Notes:
White Florals, Ambergris, Black Pepper
Base Notes:
Musk, Sandalwood, Ambroxan","<p data-start=""67"" data-end=""352"">Ra’ed Intensely opens with a vibrant blend of bergamot, grapefruit, and yuzu, delivering a crisp citrus introduction that feels fresh, bright, and full of energy. This sparkling opening sets a confident tone with a clean and modern character that instantly feels uplifting and refined.</p>
<p data-start=""354"" data-end=""642"">At the heart, soft white florals merge with ambergris and a hint of black pepper, adding warmth and subtle spice for a smooth aromatic balance. The base settles into musk, sandalwood, and ambroxan, creating a polished woody finish that feels elegant, masculine, and effortlessly composed.</p>
<p data-start=""644"" data-end=""788"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""644"" data-end=""658"">Top Notes:</strong><span> </span>Bergamot, Grapefruit, Yuzu<br data-start=""685"" data-end=""688""><strong data-start=""688"" data-end=""704"">Heart Notes:</strong><span> </span>White Florals, Ambergris, Black Pepper<br data-start=""743"" data-end=""746"" data-is-only-node=""""><strong data-start=""746"" data-end=""761"">Base Notes:</strong><span> </span>Musk, Sandalwood, Ambroxan</p>"
